CompletionTermDesc,Emplid,Crse ID,Term Descrshort,Subject,Catalog Nbr,Class Section,Session Descrshort,Crse Component Descrshort,Crse Descr,Unt Earned - Credits,Crse Grade Off - Grade Earned,Course Code,Outside UMSI
Winter 2024,03851522,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,03851522,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,03851522,043863,WN 2023,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A-,SI 612,No
Winter 2024,03851522,044772,FA 2022,SI,582,003,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,03851522,044798,FA 2023,ENTR,599,021,Regular,Lecture,Spec Topics Entr,3.00,A,ENTR 599,Yes
Winter 2024,03851522,047901,WN 2024,SI,699,301,Regular,Lecture,MSI Mastery Courses,3.00,A-,SI 699,No
Winter 2024,03851522,048488,FA 2023,SI,559,003,Regular,Lecture,AR/VR Intro,3.00,A-,SI 559,No
Winter 2024,03851522,051454,WN 2024,SI,594,001,Regular,Lecture,Auto UX,3.00,A-,SI 594,No
Winter 2024,03933665,017281,FA 2022,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,03933665,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,03933665,021400,FA 2022,SI,520,001,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2024,03933665,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,03933665,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,3.00,S,SI 681,No
Winter 2024,03933665,041626,WN 2023,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2024,03933665,041855,FA 2023,SI,631,001,Regular,Lecture,Agile Softwar Dev,1.50,A+,SI 631,No
Winter 2024,03933665,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,03933665,043863,WN 2023,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A,SI 612,No
Winter 2024,03933665,044772,FA 2022,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2024,03933665,046306,FA 2023,SI,616,001,Regular,Lecture,Adv Graphic Design,3.00,A,SI 616,No
Winter 2024,03933665,047901,WN 2024,SI,699,003,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,03933665,048129,FA 2022,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,03933665,048487,FA 2023,SI,669,001,Regular,Lecture,Dev Mobile Exp,3.00,A+,SI 669,No
Winter 2024,03933665,048488,FA 2023,SI,559,001,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2024,03933665,050136,WN 2023,UARTS,560,116,Regular,Laboratory,Grad ArtsEng Proj,2.00,A,UARTS 560,Yes
Winter 2024,03933665,050136,FA 2023,UARTS,560,116,Regular,Laboratory,Grad ArtsEng Proj,2.00,A,UARTS 560,Yes
Winter 2024,03933665,050159,WN 2023,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A,SI 579,No
Winter 2024,05299371,001459,WN 2024,SI,690,001,Regular,Seminar,Intern/Field Exper,1.00,S,SI 690,No
Winter 2024,05299371,001459,FA 2024,SI,690,510,Regular,Seminar,Intern/Field Exper,1.00,S,SI 690,No
Winter 2024,05299371,009732,FA 2022,SI,650,001,Regular,Lecture,Informatn Retrieval,3.00,A+,SI 650,No
Winter 2024,05299371,016321,WN 2024,STATS,503,100,Regular,Lecture,Stats Learning II,4.00,B,STATS 503,Yes
Winter 2024,05299371,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,05299371,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,05299371,040667,WN 2024,SI,681,001,Regular,Seminar,Intern/Field Seminar,1.00,S,SI 681,No
Winter 2024,05299371,041626,FA 2022,SI,664,001,Regular,Lecture,Database App Design,3.00,A+,SI 664,No
Winter 2024,05299371,042071,FA 2022,SI,563,001,Regular,Lecture,Game Theory,3.00,A,SI 563,No
Winter 2024,05299371,042091,FA 2022,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A,SI 618,No
Winter 2024,05299371,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A-,SI 501,No
Winter 2024,05299371,047246,FA 2023,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,05299371,047640,FA 2023,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2024,05299371,047901,FA 2024,SI,699,005,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,05299371,048129,FA 2022,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,05299371,048141,WN 2024,STATS,513,001,Regular,Lecture,Regress&Data Analys,3.00,B+,STATS 513,Yes
Winter 2024,05299371,048268,WN 2023,SI,630,001,Regular,Lecture,NLP Algorithm People,3.00,B+,SI 630,No
Winter 2024,05299371,048500,FA 2023,SI,670,001,Regular,Lecture,Appld Machine Learng,3.00,C,SI 670,No
Winter 2024,05299371,049601,WN 2024,SI,564,001,Regular,Lecture,SQL & Databases,1.50,B+,SI 564,No
Winter 2024,05299371,050164,WN 2024,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A-,SI 504,No
Winter 2024,05299371,050663,WN 2023,SI,568,001,Regular,Lecture,Intro Appld Data Sci,3.00,A,SI 568,No
Winter 2024,05299371,050983,WN 2023,SI,602,001,Regular,Lecture,Math for ApplDataSci,3.00,B,SI 602,No
Winter 2024,05405042,012456,FA 2023,SI,549,001,Regular,Seminar,Trfrm Lrng Tchg Tech,3.00,S,SI 549,No
Winter 2024,05405042,017281,FA 2022,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,05405042,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,05405042,020997,FA 2023,BCOM,561,001,First 7 Wk,Recitation,Mgt Presentatn,1.50,A-,BCOM 561,Yes
Winter 2024,05405042,021391,WN 2024,SI,511,073,Regular,Lecture,Special Topics,3.00,W,SI 511,No
Winter 2024,05405042,021400,WN 2023,SI,520,004,Regular,Laboratory,Graphic Design,3.00,A-,SI 520,No
Winter 2024,05405042,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A+,SI 658,No
Winter 2024,05405042,039081,FA 2023,SI,529,001,Regular,Lecture,Online Communities,3.00,A,SI 529,No
Winter 2024,05405042,039178,WN 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2024,05405042,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,05405042,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,05405042,043210,FA 2022,SI,534,001,Regular,Lecture,Theories Soc Influen,3.00,A,SI 534,No
Winter 2024,05405042,043863,FA 2023,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A+,SI 612,No
Winter 2024,05405042,044772,FA 2022,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,05405042,045393,FA 2023,SI,552,001,Regular,Lecture,Accessibility Intro,3.00,A,SI 552,No
Winter 2024,05405042,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,05405042,047901,WN 2024,SI,699,301,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2024,05405042,048129,WN 2023,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,05405042,048514,WN 2023,WELLNESS,512,001,Regular,Recitation,Yoga Performers,1.00,A,WELLNESS 512,Yes
Winter 2024,05486082,017281,FA 2023,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,05486082,020401,WN 2024,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,05486082,021391,WN 2024,SI,511,151,Regular,Lecture,Special Topics,1.50,A+,SI 511,No
Winter 2024,05486082,021400,FA 2023,SI,520,001,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2024,05486082,039178,FA 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,05486082,041626,FA 2024,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2024,05486082,041855,FA 2024,SI,631,001,Regular,Lecture,Agile Softwar Dev,1.50,A-,SI 631,No
Winter 2024,05486082,042071,FA 2024,SI,563,001,Regular,Lecture,Game Theory,3.00,A-,SI 563,No
Winter 2024,05486082,043241,FA 2024,SI,657,001,Regular,Lecture,Info Tech and Inter,3.00,A,SI 657,No
Winter 2024,05486082,043863,WN 2024,SI,612,002,Regular,Lecture,Pervasv Interact Des,3.00,A,SI 612,No
Winter 2024,05486082,044772,FA 2023,SI,582,002,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2024,05486082,047246,FA 2023,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,05486082,047641,WN 2024,SI,540,001,Regular,Lecture,Privacy in Info Tech,3.00,A,SI 540,No
Winter 2024,05486082,047901,FA 2024,SI,699,001,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,05486082,048421,FA 2024,ENTR,560,001,Regular,Lecture,Proj Mgmt Consulting,3.00,A,ENTR 560,Yes
Winter 2024,05486082,048486,WN 2024,SI,659,001,Regular,Lecture,AR/VR Advanced,3.00,A,SI 659,No
Winter 2024,05486082,048488,WN 2024,SI,559,001,Regular,Lecture,AR/VR Intro,3.00,A+,SI 559,No
Winter 2024,06038641,001459,FA 2023,SI,690,460,Regular,Seminar,Intern/Field Exper,2.00,S,SI 690,No
Winter 2024,06038641,009732,FA 2022,SI,650,001,Regular,Lecture,Informatn Retrieval,3.00,A-,SI 650,No
Winter 2024,06038641,014748,WN 2023,EECS,545,001,Regular,Lecture,Machine Learn (CSE),3.00,W,EECS 545,Yes
Winter 2024,06038641,022099,WN 2024,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,06038641,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,06038641,041626,WN 2023,SI,664,001,Regular,Lecture,Database App Design,3.00,B,SI 664,No
Winter 2024,06038641,041934,FA 2023,SI,608,001,Regular,Lecture,Networks,3.00,B-,SI 608,No
Winter 2024,06038641,042071,FA 2022,SI,563,001,Regular,Lecture,Game Theory,3.00,A,SI 563,No
Winter 2024,06038641,042091,FA 2022,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A,SI 618,No
Winter 2024,06038641,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,06038641,045930,FA 2023,SI,671,001,Regular,Lecture,Data Mining,3.00,B-,SI 671,No
Winter 2024,06038641,047901,WN 2024,SI,699,205,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,06038641,048129,FA 2023,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,06038641,048268,WN 2023,SI,630,001,Regular,Lecture,NLP Algorithm People,3.00,B+,SI 630,No
Winter 2024,06038641,048500,FA 2023,SI,670,001,Regular,Lecture,Appld Machine Learng,3.00,D+,SI 670,No
Winter 2024,06038641,049601,FA 2022,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A-,SI 564,No
Winter 2024,06038641,050162,WN 2024,SI,510,001,Regular,Lecture,Information Ethics,3.00,W,SI 510,No
Winter 2024,06038641,050164,FA 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,B+,SI 504,No
Winter 2024,06038641,050663,WN 2023,SI,568,001,Regular,Lecture,Intro Appld Data Sci,3.00,C-,SI 568,No
Winter 2024,06038641,050983,WN 2023,SI,602,001,Regular,Lecture,Math for ApplDataSci,3.00,C+,SI 602,No
Winter 2024,06415334,001459,FA 2023,SI,690,460,Regular,Seminar,Intern/Field Exper,3.00,S,SI 690,No
Winter 2024,06415334,020803,WN 2024,SI,643,001,Regular,Lecture,Instructional Skills,3.00,A-,SI 643,No
Winter 2024,06415334,042104,FA 2023,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,06415334,043863,FA 2023,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,B+,SI 612,No
Winter 2024,06415334,045771,FA 2023,SI,684,001,Regular,Seminar,Design ConsHlth Tech,3.00,B+,SI 684,No
Winter 2024,06415334,046306,FA 2023,SI,616,001,Regular,Lecture,Adv Graphic Design,3.00,B,SI 616,No
Winter 2024,06415334,047228,WN 2024,ENTR,500,003,Regular,Lecture,Intro to Innovation,3.00,B+,ENTR 500,Yes
Winter 2024,06415334,047234,WN 2024,ENTR,510,001,Regular,Lecture,Compensation,3.00,B+,ENTR 510,Yes
Winter 2024,06415334,047304,WN 2024,ENTR,550,001,Regular,Lecture,Interpersonal Skills,3.00,A,ENTR 550,Yes
Winter 2024,06415334,047901,WN 2024,SI,699,601,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2024,06415334,048488,FA 2023,SI,559,003,Regular,Lecture,AR/VR Intro,3.00,A-,SI 559,No
Winter 2024,06440028,012772,WN 2023,SI,548,001,Regular,Seminar,Prin Soft Design,3.00,A,SI 548,No
Winter 2024,06440028,017281,FA 2022,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,06440028,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,06440028,021400,FA 2022,SI,520,001,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2024,06440028,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,06440028,039178,WN 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,06440028,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,5.00,S,SI 681,No
Winter 2024,06440028,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,06440028,043863,FA 2023,SI,612,002,Regular,Lecture,Pervasv Interact Des,3.00,A+,SI 612,No
Winter 2024,06440028,044772,FA 2022,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A-,SI 582,No
Winter 2024,06440028,045687,FA 2023,SI,538,001,Regular,Seminar,Citizen Inter Design,4.00,A,SI 538,No
Winter 2024,06440028,045771,FA 2023,SI,684,001,Regular,Seminar,Design ConsHlth Tech,3.00,A+,SI 684,No
Winter 2024,06440028,047901,WN 2024,SI,699,001,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,06440028,048129,FA 2022,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,06440028,048488,FA 2023,SI,559,001,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2024,06440028,048514,FA 2023,WELLNESS,512,002,Regular,Recitation,Yoga Performers,1.00,A,WELLNESS 512,Yes
Winter 2024,06981246,016607,FA 2022,SI,544,001,Regular,Lecture,Intr Stat&Data Analy,3.00,A+,SI 544,No
Winter 2024,06981246,017281,FA 2022,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A+,SI 588,No
Winter 2024,06981246,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,06981246,021400,FA 2023,SI,520,001,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2024,06981246,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,06981246,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,5.00,S,SI 681,No
Winter 2024,06981246,042091,WN 2023,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A+,SI 618,No
Winter 2024,06981246,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2024,06981246,044772,FA 2022,SI,582,003,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,06981246,045687,FA 2023,SI,538,001,Regular,Seminar,Citizen Inter Design,4.00,A,SI 538,No
Winter 2024,06981246,045771,FA 2023,SI,684,001,Regular,Seminar,Design ConsHlth Tech,3.00,A+,SI 684,No
Winter 2024,06981246,047640,WN 2023,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2024,06981246,048486,WN 2024,SI,659,001,Regular,Lecture,AR/VR Advanced,3.00,A+,SI 659,No
Winter 2024,06981246,049040,WN 2024,SI,698,091,Regular,Seminar,Master's Thesis 2,3.00,A+,SI 698,No
Winter 2024,06981246,049365,FA 2023,SI,697,091,Regular,Ind Study,Master's Thesis 1,3.00,S,SI 697,No
Winter 2024,07053783,014796,FA 2022,ELI,531,003,Regular,Lecture,Lang&Comm I,1.00,S,ELI 531,Yes
Winter 2024,07053783,017281,FA 2022,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,07053783,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,07053783,021050,FA 2023,SI,691,091,Regular,Ind Study,Independent Study,3.00,W,SI 691,No
Winter 2024,07053783,021391,WN 2024,SI,511,151,Regular,Lecture,Special Topics,1.50,A+,SI 511,No
Winter 2024,07053783,021400,FA 2023,SI,520,001,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2024,07053783,039178,WN 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,07053783,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,07053783,042104,FA 2022,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,07053783,042324,WN 2024,SI,639,001,Regular,Lecture,Web Archiving,1.50,A,SI 639,No
Winter 2024,07053783,044772,FA 2022,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,07053783,047640,FA 2023,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2024,07053783,047901,WN 2024,SI,699,203,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,07053783,048129,WN 2023,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,07053783,048487,FA 2023,SI,669,001,Regular,Lecture,Dev Mobile Exp,3.00,A,SI 669,No
Winter 2024,07053783,049601,WN 2023,SI,564,001,Regular,Lecture,SQL & Databases,1.50,A,SI 564,No
Winter 2024,07053783,050159,WN 2023,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A,SI 579,No
Winter 2024,07053783,050164,FA 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2024,07053783,051183,FA 2023,GUITAR,110,007,Regular,Recitation,Intro to Guitar,2.00,A+,GUITAR 110,Yes
Winter 2024,07053783,051454,WN 2024,SI,594,001,Regular,Lecture,Auto UX,3.00,A,SI 594,No
Winter 2024,07826582,009732,FA 2022,SI,650,001,Regular,Lecture,Informatn Retrieval,3.00,A+,SI 650,No
Winter 2024,07826582,016607,FA 2023,SI,544,001,Regular,Lecture,Intr Stat&Data Analy,3.00,A+,SI 544,No
Winter 2024,07826582,020934,WN 2023,SI,649,002,Regular,Lecture,Info Visualization,3.00,A-,SI 649,No
Winter 2024,07826582,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,07826582,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,07826582,041626,WN 2023,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2024,07826582,042071,FA 2022,SI,563,001,Regular,Lecture,Game Theory,3.00,A,SI 563,No
Winter 2024,07826582,042091,FA 2022,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A+,SI 618,No
Winter 2024,07826582,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2024,07826582,045930,FA 2023,SI,671,101,Regular,Lecture,Data Mining,3.00,A,SI 671,No
Winter 2024,07826582,047246,FA 2023,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,07826582,047640,FA 2022,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2024,07826582,047901,WN 2024,SI,699,205,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,07826582,048500,FA 2023,SI,670,001,Regular,Lecture,Appld Machine Learng,3.00,B+,SI 670,No
Winter 2024,07826582,050663,WN 2023,SI,568,001,Regular,Lecture,Intro Appld Data Sci,3.00,A+,SI 568,No
Winter 2024,07826582,050983,WN 2023,SI,602,001,Regular,Lecture,Math for ApplDataSci,3.00,A,SI 602,No
Winter 2024,08347794,012456,FA 2023,SI,549,001,Regular,Seminar,Trfrm Lrng Tchg Tech,3.00,S,SI 549,No
Winter 2024,08347794,017281,FA 2022,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,08347794,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,08347794,021391,WN 2024,SI,511,151,Regular,Lecture,Special Topics,1.50,A,SI 511,No
Winter 2024,08347794,021400,WN 2023,SI,520,002,Regular,Laboratory,Graphic Design,3.00,A,SI 520,No
Winter 2024,08347794,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,08347794,039178,WN 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,08347794,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,08347794,041855,FA 2023,SI,631,001,Regular,Lecture,Agile Softwar Dev,1.50,A,SI 631,No
Winter 2024,08347794,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2024,08347794,044772,FA 2022,SI,582,002,Regular,Lecture,Intro Interac Design,3.00,A-,SI 582,No
Winter 2024,08347794,045393,FA 2023,SI,552,001,Regular,Lecture,Accessibility Intro,3.00,A,SI 552,No
Winter 2024,08347794,047228,FA 2023,ENTR,500,002,Regular,Lecture,Intro to Innovation,3.00,A,ENTR 500,Yes
Winter 2024,08347794,047246,FA 2022,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2024,08347794,047901,WN 2024,SI,699,301,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2024,08347794,048129,WN 2023,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2024,08347794,048488,FA 2023,SI,559,001,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2024,08347794,050164,WN 2023,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A-,SI 504,No
Winter 2024,08481120,009732,FA 2023,SI,650,001,Regular,Lecture,Informatn Retrieval,3.00,VI,SI 650,No
Winter 2024,08481120,017281,FA 2022,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,08481120,020401,WN 2023,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,08481120,020934,WN 2023,SI,649,001,Regular,Lecture,Info Visualization,3.00,A-,SI 649,No
Winter 2024,08481120,022099,WN 2023,SI,658,001,Regular,Lecture,Info Architecture,3.00,A,SI 658,No
Winter 2024,08481120,039081,FA 2023,SI,529,001,Regular,Lecture,Online Communities,3.00,A,SI 529,No
Winter 2024,08481120,039178,WN 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2024,08481120,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2024,08481120,043366,WN 2024,SI,617,001,Regular,Lecture,Choice Architecture,3.00,A-,SI 617,No
Winter 2024,08481120,043863,WN 2024,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A,SI 612,No
Winter 2024,08481120,044772,FA 2022,SI,582,005,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2024,08481120,045687,FA 2023,SI,538,001,Regular,Seminar,Citizen Inter Design,4.00,A,SI 538,No
Winter 2024,08481120,047901,WN 2024,SI,699,003,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2024,08481120,048421,WN 2024,ENTR,560,001,Regular,Lecture,Proj Mgmt Consulting,3.00,A,ENTR 560,Yes
Winter 2024,08481120,048487,FA 2023,SI,669,001,Regular,Lecture,Dev Mobile Exp,3.00,A+,SI 669,No
Winter 2024,08481120,050028,FA 2022,SI,583,001,Regular,Lecture,Info Accountability,3.00,B+,SI 583,No
Winter 2024,08481120,050159,WN 2023,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,B-,SI 579,No
Winter 2024,08481120,050164,WN 2023,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2024,09872809,012456,FA 2022,SI,549,001,Regular,Seminar,Trfrm Lrng Tchg Tech,3.00,W,SI 549,No
Winter 2024,09872809,017075,WN 2024,ELI,534,002,Regular,Lecture,Dis&Oral Argumentn,1.00,S,ELI 534,Yes
Winter 2024,09872809,017281,FA 2022,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2024,09872809,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2024,09872809,040667,WN 2023,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2024,09872809,041626,WN 2023,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2024,09872809,043863,WN 2023,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A-,SI 612,No
Winter 2024,09872809,044772,FA 2022,SI,582,004,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2024,09872809,046306,WN 2023,SI,616,001,Regular,Lecture,Adv Graphic Design,3.00,B+,SI 616,No
Winter 2024,09872809,046386,FA 2023,SI,311,150,Regular,Lecture,Spec Topics in Info,3.00,A,SI 311,No
