CompletionTermDesc,Emplid,Crse ID,Term Descrshort,Subject,Catalog Nbr,Class Section,Session Descrshort,Crse Component Descrshort,Crse Descr,Unt Earned - Credits,Crse Grade Off - Grade Earned,Course Code,Outside UMSI
Winter 2023,52765102,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,52765102,042104,FA 2021,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2023,52765102,043863,WN 2022,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A,SI 612,No
Winter 2023,52765102,045393,FA 2022,SI,552,001,Regular,Lecture,Accessibility Intro,3.00,B+,SI 552,No
Winter 2023,52765102,046306,WN 2022,SI,616,001,Regular,Lecture,Adv Graphic Design,3.00,A-,SI 616,No
Winter 2023,52765102,047246,FA 2021,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2023,52765102,047901,WN 2023,SI,699,001,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2023,52765102,048129,WN 2023,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2023,52765102,048421,WN 2022,ENTR,560,001,Regular,Lecture,Proj Mgmt Consulting,3.00,A,ENTR 560,Yes
Winter 2023,52765102,048488,FA 2022,SI,559,001,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2023,52765102,049062,WN 2023,TO,635,001,Scnd 7 Wk,Recitation,Behav Econ/Behav OM,2.25,A-,TO 635,Yes
Winter 2023,52765102,050136,WN 2022,UARTS,560,102,Regular,Laboratory,Grad ArtsEng Proj,1.00,A,UARTS 560,Yes
Winter 2023,52765102,050136,FA 2022,UARTS,560,102,Regular,Laboratory,Grad ArtsEng Proj,1.00,A,UARTS 560,Yes
Winter 2023,52765102,050136,WN 2023,UARTS,560,102,Regular,Laboratory,Grad ArtsEng Proj,1.00,A,UARTS 560,Yes
Winter 2023,52765102,050164,FA 2021,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2023,52774756,017281,FA 2021,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2023,52774756,020401,WN 2022,SI,622,003,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2023,52774756,021400,FA 2021,SI,520,002,Regular,Lecture,Graphic Design,3.00,A-,SI 520,No
Winter 2023,52774756,022099,WN 2022,SI,658,001,Regular,Lecture,Info Architecture,3.00,A+,SI 658,No
Winter 2023,52774756,042104,FA 2021,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2023,52774756,043863,FA 2022,SI,612,002,Regular,Lecture,Pervasv Interact Des,3.00,A+,SI 612,No
Winter 2023,52774756,044772,FA 2021,SI,582,003,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2023,52774756,047640,WN 2022,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2023,52774756,047901,WN 2023,SI,699,001,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,52774756,048129,FA 2022,SI,505,001,Scnd 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2023,52774756,048421,FA 2022,ENTR,560,001,Regular,Lecture,Proj Mgmt Consulting,3.00,A+,ENTR 560,Yes
Winter 2023,52774756,048488,FA 2022,SI,559,001,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2023,52774756,049038,WN 2022,SI,688,001,Regular,Lecture,AppProjS S -GIEP/CID,6.00,S,SI 688,No
Winter 2023,52774756,050159,WN 2022,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A,SI 579,No
Winter 2023,52774756,050164,FA 2021,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2023,52774756,050846,FA 2022,SI,512,001,Regular,Lecture,Change The Internet,3.00,A,SI 512,No
Winter 2023,52795403,009731,FA 2021,SI,580,001,Regular,Lecture,Records & Archives,3.00,W,SI 580,No
Winter 2023,52795403,016607,FA 2021,SI,544,001,Regular,Lecture,Intr Stat&Data Analy,3.00,A,SI 544,No
Winter 2023,52795403,017281,FA 2020,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,W,SI 588,No
Winter 2023,52795403,017281,FA 2021,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,C+,SI 588,No
Winter 2023,52795403,020401,WN 2021,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,B+,SI 622,No
Winter 2023,52795403,021050,WN 2023,SI,691,005,Regular,Ind Study,Independent Study,3.00,B,SI 691,No
Winter 2023,52795403,021400,FA 2021,SI,520,002,Regular,Lecture,Graphic Design,3.00,W,SI 520,No
Winter 2023,52795403,021400,WN 2022,SI,520,002,Regular,Lecture,Graphic Design,3.00,W,SI 520,No
Winter 2023,52795403,039178,WN 2021,SI,539,001,Regular,Lecture,Des of Comp Websites,3.00,P,SI 539,No
Winter 2023,52795403,039979,WN 2022,SI,623,001,Regular,Seminar,Res Meth Info Prof,3.00,W,SI 623,No
Winter 2023,52795403,040667,WN 2021,SI,681,089,Regular,Seminar,Intern/Field Seminar,3.00,S,SI 681,No
Winter 2023,52795403,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,52795403,042104,FA 2020,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A-,SI 501,No
Winter 2023,52795403,044772,FA 2020,SI,582,003,Regular,Lecture,Intro Interac Design,3.00,A-,SI 582,No
Winter 2023,52795403,045393,FA 2022,SI,552,001,Regular,Lecture,Accessibility Intro,3.00,C,SI 552,No
Winter 2023,52795403,045732,WN 2021,SI,554,001,Regular,Lecture,Consumer Hlth Inform,3.00,P,SI 554,No
Winter 2023,52795403,045771,FA 2022,SI,684,001,Regular,Seminar,Design ConsHlth Tech,3.00,W,SI 684,No
Winter 2023,52795403,047246,FA 2020,SI,506,001,Regular,Lecture,Programming I,3.00,P,SI 506,No
Winter 2023,52795403,047901,FA 2022,SI,699,001,Regular,Lecture,MSI Mastery Courses,3.00,B-,SI 699,No
Winter 2023,52795403,048129,WN 2023,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2023,52795403,049082,WN 2022,SI,682,001,Regular,Lecture,UX Field Research,3.00,B,SI 682,No
Winter 2023,52795403,050846,FA 2022,SI,512,001,Regular,Lecture,Change The Internet,3.00,B,SI 512,No
Winter 2023,52825703,017281,FA 2021,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2023,52825703,020401,WN 2022,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2023,52825703,021050,FA 2022,SI,691,120,Regular,Ind Study,Independent Study,1.00,A,SI 691,No
Winter 2023,52825703,039178,WN 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2023,52825703,041855,FA 2022,SI,631,001,Regular,Lecture,Agile Softwar Dev,1.50,A,SI 631,No
Winter 2023,52825703,042104,FA 2021,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2023,52825703,043366,WN 2022,SI,617,001,Regular,Lecture,Choice Architecture,3.00,A,SI 617,No
Winter 2023,52825703,043863,FA 2022,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A,SI 612,No
Winter 2023,52825703,044772,FA 2021,SI,582,002,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2023,52825703,045771,FA 2022,SI,684,001,Regular,Seminar,Design ConsHlth Tech,3.00,A+,SI 684,No
Winter 2023,52825703,046306,FA 2022,SI,616,001,Regular,Lecture,Adv Graphic Design,3.00,A,SI 616,No
Winter 2023,52825703,047246,FA 2021,SI,506,101,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2023,52825703,047901,WN 2023,SI,699,301,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2023,52825703,047915,FA 2021,SI,537,001,Regular,Lecture,Crisis Informatics,3.00,A+,SI 537,No
Winter 2023,52825703,048129,WN 2022,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2023,52825703,049038,WN 2022,SI,688,002,Regular,Lecture,AppProjS S -GIEP/CID,6.00,S,SI 688,No
Winter 2023,52825703,050164,WN 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2023,53552918,001459,FA 2022,SI,690,410,Regular,Seminar,Intern/Field Exper,2.00,S,SI 690,No
Winter 2023,53552918,001459,WN 2023,SI,690,001,Regular,Seminar,Intern/Field Exper,4.00,S,SI 690,No
Winter 2023,53552918,012085,FA 2022,MKT,613,001,Scnd 7 Wk,Recitation,Consumer Behavior,1.50,A,MKT 613,Yes
Winter 2023,53552918,017281,FA 2021,SI,588,102,Regular,Lecture,Fundamntls Hum Beh,3.00,A+,SI 588,No
Winter 2023,53552918,020401,WN 2022,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2023,53552918,021400,WN 2022,SI,520,002,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2023,53552918,039178,WN 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2023,53552918,039979,WN 2023,SI,623,001,Regular,Seminar,Res Meth Info Prof,3.00,A+,SI 623,No
Winter 2023,53552918,041855,FA 2022,SI,631,001,Regular,Lecture,Agile Softwar Dev,1.50,A,SI 631,No
Winter 2023,53552918,042104,FA 2021,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2023,53552918,043863,FA 2022,SI,612,002,Regular,Lecture,Pervasv Interact Des,3.00,A,SI 612,No
Winter 2023,53552918,044772,FA 2021,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2023,53552918,044798,WN 2023,ENTR,599,021,Regular,Lecture,Spec Topics Entr,3.00,A,ENTR 599,Yes
Winter 2023,53552918,047246,FA 2021,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2023,53552918,047901,WN 2023,SI,699,201,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,53552918,048129,WN 2022,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2023,53552918,048488,FA 2022,SI,559,001,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2023,53552918,050164,WN 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2023,53643526,017281,FA 2021,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2023,53643526,019903,FA 2022,TO,548,001,Regular,Recitation,Integ Pro Dev,3.00,A,TO 548,Yes
Winter 2023,53643526,020379,FA 2022,IOE,548,001,Regular,Lecture,Int Prod Dev,3.00,A,IOE 548,Yes
Winter 2023,53643526,020401,WN 2022,SI,622,003,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2023,53643526,021400,FA 2021,SI,520,002,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2023,53643526,022099,WN 2022,SI,658,001,Regular,Lecture,Info Architecture,3.00,A+,SI 658,No
Winter 2023,53643526,039081,WN 2022,SI,529,001,Regular,Lecture,Online Communities,3.00,B+,SI 529,No
Winter 2023,53643526,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2023,53643526,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,53643526,042104,FA 2021,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2023,53643526,044772,FA 2021,SI,582,002,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2023,53643526,045393,FA 2022,SI,552,001,Regular,Lecture,Accessibility Intro,3.00,A-,SI 552,No
Winter 2023,53643526,047228,WN 2023,ENTR,500,002,Regular,Lecture,Intro to Innovation,3.00,A,ENTR 500,Yes
Winter 2023,53643526,047304,WN 2023,ENTR,550,001,Regular,Lecture,Interpersonal Skills,3.00,A,ENTR 550,Yes
Winter 2023,53643526,047901,WN 2023,SI,699,001,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,53643526,048129,WN 2022,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,S,SI 505,No
Winter 2023,53643526,050136,WN 2022,UARTS,560,119,Regular,Laboratory,Grad ArtsEng Proj,2.00,A,UARTS 560,Yes
Winter 2023,53643526,050136,FA 2022,UARTS,560,119,Regular,Laboratory,Grad ArtsEng Proj,2.00,A,UARTS 560,Yes
Winter 2023,53643526,050164,WN 2023,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A-,SI 504,No
Winter 2023,53784072,017281,FA 2021,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A+,SI 588,No
Winter 2023,53784072,017533,WN 2023,MO,512,002,First 7 Wk,Recitation,Bargain&Infl Skills,2.25,A-,MO 512,Yes
Winter 2023,53784072,020401,WN 2022,SI,622,001,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2023,53784072,021400,WN 2022,SI,520,001,Regular,Lecture,Graphic Design,3.00,A-,SI 520,No
Winter 2023,53784072,039081,WN 2023,SI,529,001,Regular,Lecture,Online Communities,3.00,A,SI 529,No
Winter 2023,53784072,039178,WN 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2023,53784072,040405,FA 2022,SURVMETH,600,001,Regular,Seminar,Fund Surv Data Sci,3.00,A-,SURVMETH 600,Yes
Winter 2023,53784072,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,53784072,041812,WN 2023,IOE,434,001,Regular,Lecture,Hum Error&Syst Fail,3.00,B+,IOE 434,Yes
Winter 2023,53784072,041855,FA 2022,SI,631,001,Regular,Lecture,Agile Softwar Dev,1.50,A,SI 631,No
Winter 2023,53784072,042005,FA 2021,STS,571,001,Regular,Seminar,Interdisc Sem,1.00,S,STS 571,Yes
Winter 2023,53784072,042104,FA 2021,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2023,53784072,042925,WN 2022,ENTR,407,001,Regular,Seminar,Entrepreneurship Hr,1.00,P,ENTR 407,Yes
Winter 2023,53784072,043863,FA 2022,SI,612,001,Regular,Lecture,Pervasv Interact Des,3.00,A,SI 612,No
Winter 2023,53784072,044772,FA 2021,SI,582,004,Regular,Lecture,Intro Interac Design,3.00,A-,SI 582,No
Winter 2023,53784072,045393,FA 2022,SI,552,001,Regular,Lecture,Accessibility Intro,3.00,A+,SI 552,No
Winter 2023,53784072,047246,FA 2021,SI,506,001,Regular,Lecture,Programming I,3.00,C+,SI 506,No
Winter 2023,53784072,047901,FA 2022,SI,699,001,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,53784072,049417,WN 2022,BA,670,001,Regular,Recitation,+Impact Studio,3.00,A-,BA 670,Yes
Winter 2023,53784072,050164,WN 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2023,53784072,050650,WN 2023,EDUC,618,001,Regular,Seminar,XR for Learning,1.00,A,EDUC 618,Yes
Winter 2023,54692485,001459,FA 2022,SI,690,410,Regular,Seminar,Intern/Field Exper,1.00,S,SI 690,No
Winter 2023,54692485,009732,FA 2021,SI,650,001,Regular,Lecture,Informatn Retrieval,3.00,A+,SI 650,No
Winter 2023,54692485,014748,FA 2021,EECS,545,002,Regular,Lecture,Machine Learning,3.00,A,EECS 545,Yes
Winter 2023,54692485,021391,WN 2022,SI,511,630,Regular,Laboratory,Special Topics,1.00,A+,SI 511,No
Winter 2023,54692485,039178,FA 2021,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2023,54692485,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,54692485,041626,FA 2021,SI,664,001,Regular,Lecture,Database App Design,3.00,A,SI 664,No
Winter 2023,54692485,042091,FA 2021,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A+,SI 618,No
Winter 2023,54692485,042104,FA 2021,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2023,54692485,045930,FA 2022,SI,671,001,Regular,Lecture,Data Mining,3.00,A-,SI 671,No
Winter 2023,54692485,047640,FA 2022,SI,507,001,Regular,Lecture,Inter Programming,3.00,A,SI 507,No
Winter 2023,54692485,047901,WN 2023,SI,699,005,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2023,54692485,048129,WN 2022,SI,505,001,First 7 Wk,Lecture,Career/Intern Studio,1.00,W,SI 505,No
Winter 2023,54692485,048268,WN 2022,SI,630,001,Regular,Lecture,NLP Algorithm People,3.00,A+,SI 630,No
Winter 2023,54692485,048879,FA 2022,EECS,491,001,Regular,Lecture,Intro Distrib Sys,4.00,A-,EECS 491,Yes
Winter 2023,54692485,050159,WN 2022,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,B-,SI 579,No
Winter 2023,54692485,050663,WN 2022,SI,568,001,Regular,Lecture,Intro Appld Data Sci,3.00,A-,SI 568,No
Winter 2023,54776656,001459,FA 2022,SI,690,410,Regular,Seminar,Intern/Field Exper,3.00,S,SI 690,No
Winter 2023,54776656,009876,WN 2023,SURVMETH,630,001,Regular,Seminar,Quest Design & Eval,3.00,A,SURVMETH 630,Yes
Winter 2023,54776656,012456,FA 2021,SI,549,001,Regular,Seminar,Trfrm Lrng Tchg Tech,3.00,A,SI 549,No
Winter 2023,54776656,017281,FA 2022,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2023,54776656,020401,WN 2022,SI,622,003,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2023,54776656,021400,FA 2022,SI,520,001,Regular,Lecture,Graphic Design,3.00,A-,SI 520,No
Winter 2023,54776656,022099,WN 2022,SI,658,001,Regular,Lecture,Info Architecture,3.00,A+,SI 658,No
Winter 2023,54776656,039178,FA 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2023,54776656,039979,WN 2023,SI,623,001,Regular,Seminar,Res Meth Info Prof,3.00,A,SI 623,No
Winter 2023,54776656,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,54776656,042104,FA 2021,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2023,54776656,044772,WN 2022,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2023,54776656,047246,FA 2021,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2023,54776656,047901,WN 2023,SI,699,201,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2023,54776656,050162,WN 2023,SI,510,001,Regular,Lecture,Information Ethics,3.00,A,SI 510,No
Winter 2023,54924837,001459,FA 2022,SI,690,390,Regular,Seminar,Intern/Field Exper,6.00,S,SI 690,No
Winter 2023,54924837,020803,WN 2023,SI,643,001,Regular,Lecture,Instructional Skills,3.00,A+,SI 643,No
Winter 2023,54924837,041855,FA 2022,SI,631,001,Regular,Lecture,Agile Softwar Dev,1.50,A,SI 631,No
Winter 2023,54924837,042104,FA 2022,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A-,SI 501,No
Winter 2023,54924837,044798,FA 2022,ENTR,599,311,Regular,Lecture,Spec Topics Entr,2.00,A+,ENTR 599,Yes
Winter 2023,54924837,044798,FA 2022,ENTR,599,410,Regular,Lecture,Spec Topics Entr,2.00,A+,ENTR 599,Yes
Winter 2023,54924837,044798,FA 2022,ENTR,599,490,Regular,Lecture,Spec Topics Entr,2.00,A+,ENTR 599,Yes
Winter 2023,54924837,047304,WN 2023,ENTR,550,001,Regular,Lecture,Interpersonal Skills,3.00,A,ENTR 550,Yes
Winter 2023,54924837,047901,WN 2023,SI,699,301,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2023,54924837,048488,FA 2022,SI,559,001,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2023,54924837,050164,WN 2023,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2023,55261795,001393,WN 2022,EECS,598,003,Regular,Lecture,Special Topics,3.00,A,EECS 598,Yes
Winter 2023,55261795,001393,WN 2023,EECS,598,008,Regular,Lecture,Special Topics,4.00,A-,EECS 598,Yes
Winter 2023,55261795,007395,WN 2022,ARCH,509,014,Regular,Seminar,Experimental Course,3.00,A-,ARCH 509,Yes
Winter 2023,55261795,009732,FA 2022,SI,650,101,Regular,Lecture,Informatn Retrieval,3.00,A+,SI 650,No
Winter 2023,55261795,017281,FA 2021,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A+,SI 588,No
Winter 2023,55261795,020803,WN 2022,SI,643,001,Regular,Lecture,Instructional Skills,3.00,A,SI 643,No
Winter 2023,55261795,021400,FA 2021,SI,520,002,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2023,55261795,039979,WN 2022,SI,623,001,Regular,Seminar,Res Meth Info Prof,3.00,A+,SI 623,No
Winter 2023,55261795,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,55261795,042104,FA 2021,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2023,55261795,044772,FA 2021,SI,582,003,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2023,55261795,045393,FA 2022,SI,552,001,Regular,Lecture,Accessibility Intro,3.00,A+,SI 552,No
Winter 2023,55261795,048487,FA 2022,SI,669,001,Regular,Lecture,Dev Mobile Exp,3.00,A,SI 669,No
Winter 2023,55261795,049040,WN 2023,SI,698,066,Regular,Seminar,Master's Thesis 2,3.00,A,SI 698,No
Winter 2023,55261795,049365,FA 2022,SI,697,066,Regular,Ind Study,Master's Thesis 1,3.00,S,SI 697,No
Winter 2023,56707560,001459,FA 2022,SI,690,410,Regular,Seminar,Intern/Field Exper,1.00,S,SI 690,No
Winter 2023,56707560,012772,WN 2023,SI,548,001,Regular,Seminar,Prin Soft Design,3.00,A,SI 548,No
Winter 2023,56707560,016607,FA 2021,SI,544,001,Regular,Lecture,Intr Stat&Data Analy,3.00,A,SI 544,No
Winter 2023,56707560,017281,FA 2021,SI,588,002,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2023,56707560,020401,WN 2023,SI,622,002,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2023,56707560,021400,WN 2022,SI,520,002,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2023,56707560,039178,WN 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2023,56707560,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,5.00,S,SI 681,No
Winter 2023,56707560,041855,FA 2022,SI,631,001,Regular,Lecture,Agile Softwar Dev,1.50,A,SI 631,No
Winter 2023,56707560,042104,FA 2021,SI,501,002,Regular,Lecture,Contextual Inq,3.00,A,SI 501,No
Winter 2023,56707560,044772,FA 2021,SI,582,001,Regular,Lecture,Intro Interac Design,3.00,A,SI 582,No
Winter 2023,56707560,045393,FA 2022,SI,552,001,Regular,Lecture,Accessibility Intro,3.00,B+,SI 552,No
Winter 2023,56707560,045771,FA 2022,SI,684,001,Regular,Seminar,Design ConsHlth Tech,3.00,A+,SI 684,No
Winter 2023,56707560,047246,FA 2021,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2023,56707560,047640,WN 2022,SI,507,001,Regular,Lecture,Inter Programming,3.00,W,SI 507,No
Winter 2023,56707560,047901,WN 2023,SI,699,401,Regular,Lecture,MSI Mastery Courses,3.00,A,SI 699,No
Winter 2023,56707560,048421,WN 2022,ENTR,560,001,Regular,Lecture,Proj Mgmt Consulting,3.00,A,ENTR 560,Yes
Winter 2023,56707560,048488,FA 2022,SI,559,001,Regular,Lecture,AR/VR Intro,3.00,A,SI 559,No
Winter 2023,56707560,050164,WN 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2023,56773245,001459,WN 2023,SI,690,001,Regular,Seminar,Intern/Field Exper,2.00,S,SI 690,No
Winter 2023,56773245,017281,FA 2021,SI,588,001,Regular,Lecture,Fundamntls Hum Beh,3.00,A,SI 588,No
Winter 2023,56773245,018269,WN 2023,MO,605,001,First 7 Wk,Recitation,Lead Inclusive Orgs,1.50,B,MO 605,Yes
Winter 2023,56773245,020401,WN 2022,SI,622,003,Regular,Lecture,Usab Eval & Needs,4.00,A,SI 622,No
Winter 2023,56773245,021400,WN 2022,SI,520,002,Regular,Lecture,Graphic Design,3.00,A,SI 520,No
Winter 2023,56773245,039178,WN 2022,SI,539,001,Regular,Lecture,Web Design,3.00,A,SI 539,No
Winter 2023,56773245,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,56773245,042104,FA 2021,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2023,56773245,043863,FA 2022,SI,612,002,Regular,Lecture,Pervasv Interact Des,3.00,A+,SI 612,No
Winter 2023,56773245,044772,FA 2021,SI,582,002,Regular,Lecture,Intro Interac Design,3.00,A+,SI 582,No
Winter 2023,56773245,046306,FA 2022,SI,616,001,Regular,Lecture,Adv Graphic Design,3.00,A,SI 616,No
Winter 2023,56773245,047246,FA 2021,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
Winter 2023,56773245,047901,WN 2023,SI,699,301,Regular,Lecture,MSI Mastery Courses,3.00,A+,SI 699,No
Winter 2023,56773245,048487,FA 2022,SI,669,001,Regular,Lecture,Dev Mobile Exp,3.00,A+,SI 669,No
Winter 2023,56773245,050159,WN 2022,SI,579,001,Regular,Lecture,Bldg Interactive App,3.00,A,SI 579,No
Winter 2023,56773245,050164,WN 2022,SI,504,001,Regular,Lecture,"Servers, Shell,&Git",1.50,A,SI 504,No
Winter 2023,57364145,009732,FA 2022,SI,650,001,Regular,Lecture,Informatn Retrieval,3.00,A-,SI 650,No
Winter 2023,57364145,016607,FA 2021,SI,544,001,Regular,Lecture,Intr Stat&Data Analy,3.00,A+,SI 544,No
Winter 2023,57364145,020934,FA 2022,SI,649,001,Regular,Lecture,Info Visualization,3.00,A-,SI 649,No
Winter 2023,57364145,021045,FA 2021,SI,666,001,Regular,Lecture,Org of Inf Resources,3.00,A,SI 666,No
Winter 2023,57364145,039178,WN 2023,SI,539,001,Regular,Lecture,Web Design,3.00,A+,SI 539,No
Winter 2023,57364145,040667,WN 2022,SI,681,001,Regular,Seminar,Intern/Field Seminar,6.00,S,SI 681,No
Winter 2023,57364145,042091,WN 2022,SI,618,001,Regular,Lecture,Data Man & Analysis,3.00,A-,SI 618,No
Winter 2023,57364145,042104,FA 2021,SI,501,001,Regular,Lecture,Contextual Inq,3.00,A+,SI 501,No
Winter 2023,57364145,045930,FA 2022,SI,671,001,Regular,Lecture,Data Mining,3.00,B,SI 671,No
Winter 2023,57364145,047246,FA 2021,SI,506,001,Regular,Lecture,Programming I,3.00,A,SI 506,No
